fecha,etapa,equipo_izq,goles_izq,equipo_der,goles_der
16-Jun-1990,"1ra Ronda, Grupo C",Escocia,2,Suecia,1
20-Jun-1990,"1ra Ronda, Grupo C",Escocia,0,Brasil,1
10-Jun-1998,"1ra Ronda, Grupo A",Escocia,1,Brasil,2
16-Jun-1998,"1ra Ronda, Grupo A",Escocia,1,Noruega,1
23-Jun-1998,"1ra Ronda, Grupo A",Escocia,0,Marruecos,3
15-Jun-2010,"1ra Ronda, Grupo F",Eslovaquia,1,Nueva Zelanda,1
20-Jun-2010,"1ra Ronda, Grupo F",Eslovaquia,0,Paraguay,2
24-Jun-2010,"1ra Ronda, Grupo F",Eslovaquia,3,Italia,2
28-Jun-2010,Octavos,Eslovaquia,1,Holanda,2
02-Jun-2002,"1ra Ronda, Grupo B",Eslovenia,1,España,3
08-Jun-2002,"1ra Ronda, Grupo B",Eslovenia,0,Sudáfrica,1
12-Jun-2002,"1ra Ronda, Grupo B",Eslovenia,1,Paraguay,3
13-Jun-2010,"1ra Ronda, Grupo C",Eslovenia,1,Argelia,0
18-Jun-2010,"1ra Ronda, Grupo C",Eslovenia,2,Estados Unidos,2
23-Jun-2010,"1ra Ronda, Grupo C",Eslovenia,0,Inglaterra,1
27-May-1934,Octavos,España,3,Brasil,1
31-May-1934,Cuartos,España,1,Italia,1
01-Jun-1934,Cuartos,España,0,Italia,1
25-Jun-1950,"1ra Ronda, Grupo 2",España,3,Estados Unidos,1
29-Jun-1950,"1ra Ronda, Grupo 2",España,2,Chile,0
02-Jul-1950,"1ra Ronda, Grupo 2",España,1,Inglaterra,0
09-Jul-1950,Ronda Final,España,2,Uruguay,2
13-Jul-1950,Ronda Final,España,1,Brasil,6
16-Jul-1950,Ronda Final,España,1,Suecia,3
31-May-1962,"1ra Ronda, Grupo 3",España,0,Checoslovaquia,1
03-Jun-1962,"1ra Ronda, Grupo 3",España,1,México,0
06-Jun-1962,"1ra Ronda, Grupo 3",España,1,Brasil,2
13-Jul-1966,"1ra Ronda, Grupo 2",España,1,Argentina,2
15-Jul-1966,"1ra Ronda, Grupo 2",España,2,Suiza,1
20-Jul-1966,"1ra Ronda, Grupo 2",España,1,Alemania Occidental,2
03-Jun-1978,"1ra Ronda, Grupo 3",España,1,Austria,2
07-Jun-1978,"1ra Ronda, Grupo 3",España,0,Brasil,0
11-Jun-1978,"1ra Ronda, Grupo 3",España,1,Suecia,0
16-Jun-1982,"1ra Ronda, Grupo E",España,1,Honduras,1
20-Jun-1982,"1ra Ronda, Grupo E",España,2,Yugoslavia,1
25-Jun-1982,"1ra Ronda, Grupo E",España,0,Irlanda del Norte,1
02-Jul-1982,"2da Ronda, Grupo 2",España,1,Alemania Occidental,2
05-Jul-1982,"2da Ronda, Grupo 2",España,0,Inglaterra,0
01-Jun-1986,"1ra Ronda, Grupo D",España,0,Brasil,1
07-Jun-1986,"1ra Ronda, Grupo D",España,2,Irlanda del Norte,1
12-Jun-1986,"1ra Ronda, Grupo D",España,3,Argelia,0
18-Jun-1986,Octavos,España,5,Dinamarca,1
22-Jun-1986,Cuartos,España,1,Bélgica,1
13-Jun-1990,"1ra Ronda, Grupo E",España,0,Uruguay,0
17-Jun-1990,"1ra Ronda, Grupo E",España,3,Corea del Sur,1
21-Jun-1990,"1ra Ronda, Grupo E",España,2,Bélgica,1
26-Jun-1990,Octavos,España,1,Yugoslavia,2
17-Jun-1994,"1ra Ronda, Grupo C",España,2,Corea del Sur,2
21-Jun-1994,"1ra Ronda, Grupo C",España,1,Alemania,1
27-Jun-1994,"1ra Ronda, Grupo C",España,3,Bolivia,1
02-Jul-1994,Octavos,España,3,Suiza,0
09-Jul-1994,Cuartos,España,1,Italia,2
13-Jun-1998,"1ra Ronda, Grupo D",España,2,Nigeria,3
19-Jun-1998,"1ra Ronda, Grupo D",España,0,Paraguay,0
24-Jun-1998,"1ra Ronda, Grupo D",España,6,Bulgaria,1
02-Jun-2002,"1ra Ronda, Grupo B",España,3,Eslovenia,1
07-Jun-2002,"1ra Ronda, Grupo B",España,3,Paraguay,1
12-Jun-2002,"1ra Ronda, Grupo B",España,3,Sudáfrica,2
16-Jun-2002,Octavos,España,1,Irlanda,1
22-Jun-2002,Cuartos,España,0,Corea del Sur,0
14-Jun-2006,"1ra Ronda, Grupo H",España,4,Ucrania,0
19-Jun-2006,"1ra Ronda, Grupo H",España,3,Túnez,1
23-Jun-2006,"1ra Ronda, Grupo H",España,1,Arabia Saudita,0
27-Jun-2006,Octavos,España,1,Francia,3
16-Jun-2010,"1ra Ronda, Grupo H",España,0,Suiza,1
21-Jun-2010,"1ra Ronda, Grupo H",España,2,Honduras,0
25-Jun-2010,"1ra Ronda, Grupo H",España,2,Chile,1
29-Jun-2010,Octavos,España,1,Portugal,0
03-Jul-2010,Cuartos,España,1,Paraguay,0
07-Jul-2010,Semis,España,1,Alemania,0
11-Jul-2010,Final,España,1,Holanda,0
13-Jun-2014,"1ra Ronda, Grupo B",España,1,Holanda,5
18-Jun-2014,"1ra Ronda, Grupo B",España,0,Chile,2
23-Jun-2014,"1ra Ronda, Grupo B",España,3,Australia,0
15-Jun-2018,"1ra Ronda, Grupo B",España,3,Portugal,3
20-Jun-2018,"1ra Ronda, Grupo B",España,1,Irán,0
25-Jun-2018,"1ra Ronda, Grupo B",España,2,Marruecos,2
01-Jul-2018,Octavos,España,1,Rusia,1
23-Nov-2022,"1ra Ronda, Grupo E",España,7,Costa Rica,0
27-Nov-2022,"1ra Ronda, Grupo E",España,1,Alemania,1
01-Dec-2022,"1ra Ronda, Grupo E",España,1,Japón,2
06-Dec-2022,Octavos,España,0,Marruecos,0
13-Jul-1930,"1ra Ronda, Grupo 4",Estados Unidos,3,Bélgica,0
17-Jul-1930,"1ra Ronda, Grupo 4",Estados Unidos,3,Paraguay,0
26-Jul-1930,Semis,Estados Unidos,1,Argentina,6
27-May-1934,Octavos,Estados Unidos,1,Italia,7
25-Jun-1950,"1ra Ronda, Grupo 2",Estados Unidos,1,España,3
29-Jun-1950,"1ra Ronda, Grupo 2",Estados Unidos,1,Inglaterra,0
02-Jul-1950,"1ra Ronda, Grupo 2",Estados Unidos,2,Chile,5
10-Jun-1990,"1ra Ronda, Grupo A",Estados Unidos,1,Checoslovaquia,5
14-Jun-1990,"1ra Ronda, Grupo A",Estados Unidos,0,Italia,1
19-Jun-1990,"1ra Ronda, Grupo A",Estados Unidos,1,Austria,2
18-Jun-1994,"1ra Ronda, Grupo A",Estados Unidos,1,Suiza,1
22-Jun-1994,"1ra Ronda, Grupo A",Estados Unidos,2,Colombia,1
26-Jun-1994,"1ra Ronda, Grupo A",Estados Unidos,0,Rumania,1
04-Jul-1994,Octavos,Estados Unidos,0,Brasil,1
15-Jun-1998,"1ra Ronda, Grupo F",Estados Unidos,0,Alemania,2
21-Jun-1998,"1ra Ronda, Grupo F",Estados Unidos,1,Irán,2
25-Jun-1998,"1ra Ronda, Grupo F",Estados Unidos,0,RF de Yugoslavia,1
05-Jun-2002,"1ra Ronda, Grupo D",Estados Unidos,3,Portugal,2
10-Jun-2002,"1ra Ronda, Grupo D",Estados Unidos,1,Corea del Sur,1
14-Jun-2002,"1ra Ronda, Grupo D",Estados Unidos,1,Polonia,3
17-Jun-2002,Octavos,Estados Unidos,2,México,0
21-Jun-2002,Cuartos,Estados Unidos,0,Alemania,1
12-Jun-2006,"1ra Ronda, Grupo E",Estados Unidos,0,República Checa,3
17-Jun-2006,"1ra Ronda, Grupo E",Estados Unidos,1,Italia,1
22-Jun-2006,"1ra Ronda, Grupo E",Estados Unidos,1,Ghana,2
12-Jun-2010,"1ra Ronda, Grupo C",Estados Unidos,1,Inglaterra,1
18-Jun-2010,"1ra Ronda, Grupo C",Estados Unidos,2,Eslovenia,2
23-Jun-2010,"1ra Ronda, Grupo C",Estados Unidos,1,Argelia,0
26-Jun-2010,Octavos,Estados Unidos,1,Ghana,2
16-Jun-2014,"1ra Ronda, Grupo G",Estados Unidos,2,Ghana,1
22-Jun-2014,"1ra Ronda, Grupo G",Estados Unidos,2,Portugal,2
26-Jun-2014,"1ra Ronda, Grupo G",Estados Unidos,0,Alemania,1
01-Jul-2014,Octavos,Estados Unidos,1,Bélgica,2
21-Nov-2022,"1ra Ronda, Grupo B",Estados Unidos,1,Gales,1
25-Nov-2022,"1ra Ronda, Grupo B",Estados Unidos,0,Inglaterra,0
29-Nov-2022,"1ra Ronda, Grupo B",Estados Unidos,1,Irán,0
03-Dec-2022,Octavos,Estados Unidos,1,Holanda,3
13-Jul-1930,"1ra Ronda, Grupo 1",Francia,4,México,1
15-Jul-1930,"1ra Ronda, Grupo 1",Francia,0,Argentina,1
19-Jul-1930,"1ra Ronda, Grupo 1",Francia,0,Chile,1
27-May-1934,Octavos,Francia,2,Austria,3
05-Jun-1938,Octavos,Francia,3,Bélgica,1
12-Jun-1938,Cuartos,Francia,1,Italia,3
16-Jun-1954,"1ra Ronda, Grupo 1",Francia,0,Yugoslavia,1
19-Jun-1954,"1ra Ronda, Grupo 1",Francia,3,México,2
08-Jun-1958,"1ra Ronda, Grupo 2",Francia,7,Paraguay,3
11-Jun-1958,"1ra Ronda, Grupo 2",Francia,2,Yugoslavia,3
15-Jun-1958,"1ra Ronda, Grupo 2",Francia,2,Escocia,1
19-Jun-1958,Cuartos,Francia,4,Irlanda del Norte,0
24-Jun-1958,Semis,Francia,2,Brasil,5
28-Jun-1958,3er Puesto,Francia,6,Alemania Occidental,3
13-Jul-1966,"1ra Ronda, Grupo 1",Francia,1,México,1
15-Jul-1966,"1ra Ronda, Grupo 1",Francia,1,Uruguay,2
20-Jul-1966,"1ra Ronda, Grupo 1",Francia,0,Inglaterra,2
02-Jun-1978,"1ra Ronda, Grupo 1",Francia,1,Italia,2
06-Jun-1978,"1ra Ronda, Grupo 1",Francia,1,Argentina,2
10-Jun-1978,"1ra Ronda, Grupo 1",Francia,3,Hungría,1
16-Jun-1982,"1ra Ronda, Grupo D",Francia,1,Inglaterra,3
21-Jun-1982,"1ra Ronda, Grupo D",Francia,4,Kuwait,1
24-Jun-1982,"1ra Ronda, Grupo D",Francia,1,Checoslovaquia,1
28-Jun-1982,"2da Ronda, Grupo 4",Francia,1,Austria,0
04-Jul-1982,"2da Ronda, Grupo 4",Francia,4,Irlanda del Norte,1
08-Jul-1982,Semis,Francia,3,Alemania Occidental,3
10-Jul-1982,3er Puesto,Francia,2,Polonia,3
01-Jun-1986,"1ra Ronda, Grupo C",Francia,1,Canadá,0
05-Jun-1986,"1ra Ronda, Grupo C",Francia,1,URSS,1
09-Jun-1986,"1ra Ronda, Grupo C",Francia,3,Hungría,0
17-Jun-1986,Octavos,Francia,2,Italia,0
21-Jun-1986,Cuartos,Francia,1,Brasil,1
25-Jun-1986,Semis,Francia,0,Alemania Occidental,2
28-Jun-1986,3er Puesto,Francia,4,Bélgica,2
12-Jun-1998,"1ra Ronda, Grupo C",Francia,3,Sudáfrica,0
18-Jun-1998,"1ra Ronda, Grupo C",Francia,4,Arabia Saudita,0
24-Jun-1998,"1ra Ronda, Grupo C",Francia,2,Dinamarca,1
28-Jun-1998,Octavos,Francia,1,Paraguay,0
03-Jul-1998,Cuartos,Francia,0,Italia,0
08-Jul-1998,Semis,Francia,2,Croacia,1
12-Jul-1998,Final,Francia,3,Brasil,0
31-May-2002,"1ra Ronda, Grupo A",Francia,0,Senegal,1
06-Jun-2002,"1ra Ronda, Grupo A",Francia,0,Uruguay,0
11-Jun-2002,"1ra Ronda, Grupo A",Francia,0,Dinamarca,2
13-Jun-2006,"1ra Ronda, Grupo G",Francia,0,Suiza,0
18-Jun-2006,"1ra Ronda, Grupo G",Francia,1,Corea del Sur,1
23-Jun-2006,"1ra Ronda, Grupo G",Francia,2,Togo,0
27-Jun-2006,Octavos,Francia,3,España,1
01-Jul-2006,Cuartos,Francia,1,Brasil,0
05-Jul-2006,Semis,Francia,1,Portugal,0
09-Jul-2006,Final,Francia,1,Italia,1
11-Jun-2010,"1ra Ronda, Grupo A",Francia,0,Uruguay,0
17-Jun-2010,"1ra Ronda, Grupo A",Francia,0,México,2
22-Jun-2010,"1ra Ronda, Grupo A",Francia,1,Sudáfrica,2
15-Jun-2014,"1ra Ronda, Grupo E",Francia,3,Honduras,0
20-Jun-2014,"1ra Ronda, Grupo E",Francia,5,Suiza,2
25-Jun-2014,"1ra Ronda, Grupo E",Francia,0,Ecuador,0
30-Jun-2014,Octavos,Francia,2,Nigeria,0
04-Jul-2014,Cuartos,Francia,0,Alemania,1
16-Jun-2018,"1ra Ronda, Grupo C",Francia,2,Australia,1
21-Jun-2018,"1ra Ronda, Grupo C",Francia,1,Perú,0
26-Jun-2018,"1ra Ronda, Grupo C",Francia,0,Dinamarca,0
30-Jun-2018,Octavos,Francia,4,Argentina,3
06-Jul-2018,Cuartos,Francia,2,Uruguay,0
10-Jul-2018,Semis,Francia,1,Bélgica,0
15-Jul-2018,Final,Francia,4,Croacia,2
22-Nov-2022,"1ra Ronda, Grupo D",Francia,4,Australia,1
26-Nov-2022,"1ra Ronda, Grupo D",Francia,2,Dinamarca,1
30-Nov-2022,"1ra Ronda, Grupo D",Francia,0,Túnez,1
04-Dec-2022,Octavos,Francia,3,Polonia,1
10-Dec-2022,Cuartos,Francia,2,Inglaterra,1
14-Dec-2022,Semis,Francia,2,Marruecos,0
08-Jun-1958,"1ra Ronda, Grupo 3",Gales,1,Hungría,1
11-Jun-1958,"1ra Ronda, Grupo 3",Gales,1,México,1
15-Jun-1958,"1ra Ronda, Grupo 3",Gales,0,Suecia,0
17-Jun-1958,"1ra Ronda, Grupo 3",Gales,2,Hungría,1
19-Jun-1958,Cuartos,Gales,0,Brasil,1
21-Nov-2022,"1ra Ronda, Grupo B",Gales,1,Estados Unidos,1
25-Nov-2022,"1ra Ronda, Grupo B",Gales,0,Irán,2
29-Nov-2022,"1ra Ronda, Grupo B",Gales,0,Inglaterra,3
12-Jun-2006,"1ra Ronda, Grupo E",Ghana,0,Italia,2
17-Jun-2006,"1ra Ronda, Grupo E",Ghana,2,República Checa,0
22-Jun-2006,"1ra Ronda, Grupo E",Ghana,2,Estados Unidos,1
27-Jun-2006,Octavos,Ghana,0,Brasil,3
13-Jun-2010,"1ra Ronda, Grupo D",Ghana,1,Serbia,0
19-Jun-2010,"1ra Ronda, Grupo D",Ghana,1,Australia,1
23-Jun-2010,"1ra Ronda, Grupo D",Ghana,0,Alemania,1
26-Jun-2010,Octavos,Ghana,2,Estados Unidos,1
02-Jul-2010,Cuartos,Ghana,1,Uruguay,1
16-Jun-2014,"1ra Ronda, Grupo G",Ghana,1,Estados Unidos,2
21-Jun-2014,"1ra Ronda, Grupo G",Ghana,2,Alemania,2
26-Jun-2014,"1ra Ronda, Grupo G",Ghana,1,Portugal,2
24-Nov-2022,"1ra Ronda, Grupo H",Ghana,2,Portugal,3
28-Nov-2022,"1ra Ronda, Grupo H",Ghana,3,Corea del Sur,2
02-Dec-2022,"1ra Ronda, Grupo H",Ghana,0,Uruguay,2
21-Jun-1994,"1ra Ronda, Grupo D",Grecia,0,Argentina,4
26-Jun-1994,"1ra Ronda, Grupo D",Grecia,0,Bulgaria,4
30-Jun-1994,"1ra Ronda, Grupo D",Grecia,0,Nigeria,2
12-Jun-2010,"1ra Ronda, Grupo B",Grecia,0,Corea del Sur,2
17-Jun-2010,"1ra Ronda, Grupo B",Grecia,2,Nigeria,1
22-Jun-2010,"1ra Ronda, Grupo B",Grecia,0,Argentina,2
14-Jun-2014,"1ra Ronda, Grupo C",Grecia,0,Colombia,3
19-Jun-2014,"1ra Ronda, Grupo C",Grecia,0,Japón,0
24-Jun-2014,"1ra Ronda, Grupo C",Grecia,2,Costa de Marfil,1
29-Jun-2014,Octavos,Grecia,1,Costa Rica,1
15-Jun-1974,"1ra Ronda, Grupo 4",Haití,1,Italia,3
19-Jun-1974,"1ra Ronda, Grupo 4",Haití,0,Polonia,7
23-Jun-1974,"1ra Ronda, Grupo 4",Haití,1,Argentina,4
27-May-1934,Octavos,Holanda,2,Suiza,3
05-Jun-1938,Octavos,Holanda,0,Checoslovaquia,3
15-Jun-1974,"1ra Ronda, Grupo 3",Holanda,2,Uruguay,0
19-Jun-1974,"1ra Ronda, Grupo 3",Holanda,0,Suecia,0
23-Jun-1974,"1ra Ronda, Grupo 3",Holanda,4,Bulgaria,1
26-Jun-1974,"2da Ronda, Grupo A",Holanda,4,Argentina,0
30-Jun-1974,"2da Ronda, Grupo A",Holanda,2,Alemania Oriental,0
03-Jul-1974,"2da Ronda, Grupo A",Holanda,2,Brasil,0
07-Jul-1974,Final,Holanda,1,Alemania Occidental,2
03-Jun-1978,"1ra Ronda, Grupo 4",Holanda,3,Irán,0
07-Jun-1978,"1ra Ronda, Grupo 4",Holanda,0,Perú,0
11-Jun-1978,"1ra Ronda, Grupo 4",Holanda,2,Escocia,3
14-Jun-1978,"2da Ronda, Grupo A",Holanda,5,Austria,1
18-Jun-1978,"2da Ronda, Grupo A",Holanda,2,Alemania Occidental,2
21-Jun-1978,"2da Ronda, Grupo A",Holanda,2,Italia,1
25-Jun-1978,Final,Holanda,1,Argentina,3
12-Jun-1990,"1ra Ronda, Grupo F",Holanda,1,Egipto,1
16-Jun-1990,"1ra Ronda, Grupo F",Holanda,0,Inglaterra,0
21-Jun-1990,"1ra Ronda, Grupo F",Holanda,1,Irlanda,1
24-Jun-1990,Octavos,Holanda,1,Alemania Occidental,2
20-Jun-1994,"1ra Ronda, Grupo F",Holanda,2,Arabia Saudita,1
25-Jun-1994,"1ra Ronda, Grupo F",Holanda,0,Bélgica,1
29-Jun-1994,"1ra Ronda, Grupo F",Holanda,2,Marruecos,1
04-Jul-1994,Octavos,Holanda,2,Irlanda,0
09-Jul-1994,Cuartos,Holanda,2,Brasil,3
13-Jun-1998,"1ra Ronda, Grupo E",Holanda,0,Bélgica,0
20-Jun-1998,"1ra Ronda, Grupo E",Holanda,5,Corea del Sur,0
25-Jun-1998,"1ra Ronda, Grupo E",Holanda,2,México,2
29-Jun-1998,Octavos,Holanda,2,RF de Yugoslavia,1
04-Jul-1998,Cuartos,Holanda,2,Argentina,1
07-Jul-1998,Semis,Holanda,1,Brasil,1
11-Jul-1998,3er Puesto,Holanda,1,Croacia,2
11-Jun-2006,"1ra Ronda, Grupo C",Holanda,1,Serbia y Montenegro,0
16-Jun-2006,"1ra Ronda, Grupo C",Holanda,2,Costa de Marfil,1
21-Jun-2006,"1ra Ronda, Grupo C",Holanda,0,Argentina,0
25-Jun-2006,Octavos,Holanda,0,Portugal,1
14-Jun-2010,"1ra Ronda, Grupo E",Holanda,2,Dinamarca,0
19-Jun-2010,"1ra Ronda, Grupo E",Holanda,1,Japón,0
24-Jun-2010,"1ra Ronda, Grupo E",Holanda,2,Camerún,1
28-Jun-2010,Octavos,Holanda,2,Eslovaquia,1
02-Jul-2010,Cuartos,Holanda,2,Brasil,1
06-Jul-2010,Semis,Holanda,3,Uruguay,2
11-Jul-2010,Final,Holanda,0,España,1
13-Jun-2014,"1ra Ronda, Grupo B",Holanda,5,España,1
18-Jun-2014,"1ra Ronda, Grupo B",Holanda,3,Australia,2
23-Jun-2014,"1ra Ronda, Grupo B",Holanda,2,Chile,0
29-Jun-2014,Octavos,Holanda,2,México,1
05-Jul-2014,Cuartos,Holanda,0,Costa Rica,0
09-Jul-2014,Semis,Holanda,0,Argentina,0
12-Jul-2014,3er Puesto,Holanda,3,Brasil,0
21-Nov-2022,"1ra Ronda, Grupo A",Holanda,2,Senegal,0
25-Nov-2022,"1ra Ronda, Grupo A",Holanda,1,Ecuador,1
29-Nov-2022,"1ra Ronda, Grupo A",Holanda,2,Catar,0
03-Dec-2022,Octavos,Holanda,3,Estados Unidos,1
09-Dec-2022,Cuartos,Holanda,2,Argentina,2
16-Jun-1982,"1ra Ronda, Grupo E",Honduras,1,España,1
21-Jun-1982,"1ra Ronda, Grupo E",Honduras,1,Irlanda del Norte,1
24-Jun-1982,"1ra Ronda, Grupo E",Honduras,0,Yugoslavia,1
16-Jun-2010,"1ra Ronda, Grupo H",Honduras,0,Chile,1
21-Jun-2010,"1ra Ronda, Grupo H",Honduras,0,España,2
25-Jun-2010,"1ra Ronda, Grupo H",Honduras,0,Suiza,0
15-Jun-2014,"1ra Ronda, Grupo E",Honduras,0,Francia,3
20-Jun-2014,"1ra Ronda, Grupo E",Honduras,1,Ecuador,2
25-Jun-2014,"1ra Ronda, Grupo E",Honduras,0,Suiza,3
27-May-1934,Octavos,Hungría,4,Egipto,2
31-May-1934,Cuartos,Hungría,1,Austria,2
05-Jun-1938,Octavos,Hungría,6,Indias Orientales Holand.,0
12-Jun-1938,Cuartos,Hungría,2,Suiza,0
16-Jun-1938,Semis,Hungría,5,Suecia,1
19-Jun-1938,Final,Hungría,2,Italia,4
17-Jun-1954,"1ra Ronda, Grupo 2",Hungría,9,Corea del Sur,0
20-Jun-1954,"1ra Ronda, Grupo 2",Hungría,8,Alemania Occidental,3
27-Jun-1954,Cuartos,Hungría,4,Brasil,2
30-Jun-1954,Semis,Hungría,4,Uruguay,2
04-Jul-1954,Final,Hungría,2,Alemania Occidental,3
08-Jun-1958,"1ra Ronda, Grupo 3",Hungría,1,Gales,1
12-Jun-1958,"1ra Ronda, Grupo 3",Hungría,1,Suecia,2
15-Jun-1958,"1ra Ronda, Grupo 3",Hungría,4,México,0
17-Jun-1958,"1ra Ronda, Grupo 3",Hungría,1,Gales,2
31-May-1962,"1ra Ronda, Grupo 4",Hungría,2,Inglaterra,1
03-Jun-1962,"1ra Ronda, Grupo 4",Hungría,6,Bulgaria,1
06-Jun-1962,"1ra Ronda, Grupo 4",Hungría,0,Argentina,0
10-Jun-1962,Cuartos,Hungría,0,Checoslovaquia,1
13-Jul-1966,"1ra Ronda, Grupo 3",Hungría,1,Portugal,3
15-Jul-1966,"1ra Ronda, Grupo 3",Hungría,3,Brasil,1
20-Jul-1966,"1ra Ronda, Grupo 3",Hungría,3,Bulgaria,1
23-Jul-1966,Cuartos,Hungría,1,URSS,2
02-Jun-1978,"1ra Ronda, Grupo 1",Hungría,1,Argentina,2
06-Jun-1978,"1ra Ronda, Grupo 1",Hungría,1,Italia,3
10-Jun-1978,"1ra Ronda, Grupo 1",Hungría,1,Francia,3
15-Jun-1982,"1ra Ronda, Grupo C",Hungría,10,El Salvador,1
18-Jun-1982,"1ra Ronda, Grupo C",Hungría,1,Argentina,4
22-Jun-1982,"1ra Ronda, Grupo C",Hungría,1,Bélgica,1
02-Jun-1986,"1ra Ronda, Grupo C",Hungría,0,URSS,6
06-Jun-1986,"1ra Ronda, Grupo C",Hungría,2,Canadá,0
09-Jun-1986,"1ra Ronda, Grupo C",Hungría,0,Francia,3
05-Jun-1938,Octavos,Indias Orientales Holand.,0,Hungría,6
25-Jun-1950,"1ra Ronda, Grupo 2",Inglaterra,2,Chile,0
29-Jun-1950,"1ra Ronda, Grupo 2",Inglaterra,0,Estados Unidos,1
02-Jul-1950,"1ra Ronda, Grupo 2",Inglaterra,0,España,1
17-Jun-1954,"1ra Ronda, Grupo 4",Inglaterra,4,Bélgica,4
20-Jun-1954,"1ra Ronda, Grupo 4",Inglaterra,2,Suiza,0
26-Jun-1954,Cuartos,Inglaterra,2,Uruguay,4
08-Jun-1958,"1ra Ronda, Grupo 4",Inglaterra,2,URSS,2
11-Jun-1958,"1ra Ronda, Grupo 4",Inglaterra,0,Brasil,0
15-Jun-1958,"1ra Ronda, Grupo 4",Inglaterra,2,Austria,2
17-Jun-1958,"1ra Ronda, Grupo 4",Inglaterra,0,URSS,1
31-May-1962,"1ra Ronda, Grupo 4",Inglaterra,1,Hungría,2
02-Jun-1962,"1ra Ronda, Grupo 4",Inglaterra,3,Argentina,1
07-Jun-1962,"1ra Ronda, Grupo 4",Inglaterra,0,Bulgaria,0
10-Jun-1962,Cuartos,Inglaterra,1,Brasil,3
11-Jul-1966,"1ra Ronda, Grupo 1",Inglaterra,0,Uruguay,0
16-Jul-1966,"1ra Ronda, Grupo 1",Inglaterra,2,México,0
20-Jul-1966,"1ra Ronda, Grupo 1",Inglaterra,2,Francia,0
23-Jul-1966,Cuartos,Inglaterra,1,Argentina,0
26-Jul-1966,Semis,Inglaterra,2,Portugal,1
30-Jul-1966,Final,Inglaterra,4,Alemania Occidental,2
02-Jun-1970,"1ra Ronda, Grupo 3",Inglaterra,1,Rumania,0
07-Jun-1970,"1ra Ronda, Grupo 3",Inglaterra,0,Brasil,1
11-Jun-1970,"1ra Ronda, Grupo 3",Inglaterra,1,Checoslovaquia,0
14-Jun-1970,Cuartos,Inglaterra,2,Alemania Occidental,3
16-Jun-1982,"1ra Ronda, Grupo D",Inglaterra,3,Francia,1
20-Jun-1982,"1ra Ronda, Grupo D",Inglaterra,2,Checoslovaquia,0
25-Jun-1982,"1ra Ronda, Grupo D",Inglaterra,1,Kuwait,0
29-Jun-1982,"2da Ronda, Grupo 2",Inglaterra,0,Alemania Occidental,0
05-Jul-1982,"2da Ronda, Grupo 2",Inglaterra,0,España,0
03-Jun-1986,"1ra Ronda, Grupo F",Inglaterra,0,Portugal,1
06-Jun-1986,"1ra Ronda, Grupo F",Inglaterra,0,Marruecos,0
11-Jun-1986,"1ra Ronda, Grupo F",Inglaterra,3,Polonia,0
18-Jun-1986,Octavos,Inglaterra,3,Paraguay,0
22-Jun-1986,Cuartos,Inglaterra,1,Argentina,2
11-Jun-1990,"1ra Ronda, Grupo F",Inglaterra,1,Irlanda,1
16-Jun-1990,"1ra Ronda, Grupo F",Inglaterra,0,Holanda,0
21-Jun-1990,"1ra Ronda, Grupo F",Inglaterra,1,Egipto,0
26-Jun-1990,Octavos,Inglaterra,1,Bélgica,0
01-Jul-1990,Cuartos,Inglaterra,3,Camerún,2
04-Jul-1990,Semis,Inglaterra,1,Alemania Occidental,1
07-Jul-1990,3er Puesto,Inglaterra,1,Italia,2
15-Jun-1998,"1ra Ronda, Grupo G",Inglaterra,2,Túnez,0
22-Jun-1998,"1ra Ronda, Grupo G",Inglaterra,1,Rumania,2
26-Jun-1998,"1ra Ronda, Grupo G",Inglaterra,2,Colombia,0
30-Jun-1998,Octavos,Inglaterra,2,Argentina,2
02-Jun-2002,"1ra Ronda, Grupo F",Inglaterra,1,Suecia,1
07-Jun-2002,"1ra Ronda, Grupo F",Inglaterra,1,Argentina,0
12-Jun-2002,"1ra Ronda, Grupo F",Inglaterra,0,Nigeria,0
15-Jun-2002,Octavos,Inglaterra,3,Dinamarca,0
21-Jun-2002,Cuartos,Inglaterra,1,Brasil,2
10-Jun-2006,"1ra Ronda, Grupo B",Inglaterra,1,Paraguay,0
15-Jun-2006,"1ra Ronda, Grupo B",Inglaterra,2,Trinidad y Tobago,0
20-Jun-2006,"1ra Ronda, Grupo B",Inglaterra,2,Suecia,2
25-Jun-2006,Octavos,Inglaterra,1,Ecuador,0
01-Jul-2006,Cuartos,Inglaterra,0,Portugal,0
12-Jun-2010,"1ra Ronda, Grupo C",Inglaterra,1,Estados Unidos,1
18-Jun-2010,"1ra Ronda, Grupo C",Inglaterra,0,Argelia,0
23-Jun-2010,"1ra Ronda, Grupo C",Inglaterra,1,Eslovenia,0
27-Jun-2010,Octavos,Inglaterra,1,Alemania,4
14-Jun-2014,"1ra Ronda, Grupo D",Inglaterra,1,Italia,2
19-Jun-2014,"1ra Ronda, Grupo D",Inglaterra,1,Uruguay,2
24-Jun-2014,"1ra Ronda, Grupo D",Inglaterra,0,Costa Rica,0
18-Jun-2018,"1ra Ronda, Grupo G",Inglaterra,2,Túnez,1
24-Jun-2018,"1ra Ronda, Grupo G",Inglaterra,6,Panamá,1
28-Jun-2018,"1ra Ronda, Grupo G",Inglaterra,0,Bélgica,1
